configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,26814.46801436183
1,1,1,0,1,0,1,26911.815363417158
10,1,0,1,1,1,0,27439.359016573373
11,1,0,1,1,1,1,27293.54480371848
12,0,0,1,1,1,1,26944.22814216853
13,1,0,1,0,1,1,26785.95344601291
14,0,1,1,1,0,0,27720.488767657953
15,0,0,1,0,0,1,27103.135561753134
16,1,1,1,1,0,1,27126.515354964013
17,0,1,0,1,0,1,27509.40821761042
18,0,1,0,0,1,0,25918.956606482847
19,0,1,0,0,0,1,27125.04373913303
2,1,0,1,1,0,0,27396.809915453443
20,1,0,0,0,0,1,26824.969754846603
21,0,0,0,0,0,1,26403.47680982632
22,1,1,0,1,0,0,27545.629334993417
23,0,1,1,0,1,0,27235.340577933926
24,1,1,1,1,1,0,27669.329378463848
25,0,1,1,0,0,1,27747.79474401272
26,1,1,1,0,0,0,27744.33044607334
27,0,0,1,0,1,0,26633.073483313052
28,1,0,0,0,1,0,27445.835643357837
29,1,1,0,0,1,1,27410.402247652983
3,1,0,1,0,0,0,27658.232749560233
4,1,1,1,1,1,1,27468.37703094313
5,1,0,0,1,1,1,27536.2239025438
6,1,0,0,1,0,1,27841.89146673868
7,0,0,0,1,1,1,27266.530334015
8,0,0,1,1,0,1,27547.602256699574
9,0,1,1,1,1,1,27471.39540952983
