configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,13939794.899852674
1,1,1,0,1,0,1,13790894.62821109
10,1,0,1,1,1,0,13957577.366430173
11,1,0,1,1,1,1,13788379.178709382
12,0,0,1,1,1,1,13201759.70268412
13,1,0,1,0,1,1,13880959.795467054
14,0,1,1,1,0,0,13859582.618572425
15,0,0,1,0,0,1,13816153.7207612
16,1,1,1,1,0,1,13755142.448209113
17,0,1,0,1,0,1,13593755.497654568
18,0,1,0,0,1,0,13514247.788252093
19,0,1,0,0,0,1,13863578.242664116
2,1,0,1,1,0,0,13782866.506489296
20,1,0,0,0,0,1,13782083.681963084
21,0,0,0,0,0,1,13984400.86288206
22,1,1,0,1,0,0,14000446.254984085
23,0,1,1,0,1,0,13886391.99410242
24,1,1,1,1,1,0,13907574.849552935
25,0,1,1,0,0,1,13331532.447716478
26,1,1,1,0,0,0,13695853.561584607
27,0,0,1,0,1,0,13916675.142826412
28,1,0,0,0,1,0,13457284.25529698
29,1,1,0,0,1,1,13891362.50451651
3,1,0,1,0,0,0,13811745.315238373
4,1,1,1,1,1,1,13835689.197724907
5,1,0,0,1,1,1,13952236.244550316
6,1,0,0,1,0,1,13994206.632996842
7,0,0,0,1,1,1,13827827.732881172
8,0,0,1,1,0,1,13849292.12962792
9,0,1,1,1,1,1,13607075.168441273
