configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,0.1020934449603478
1,1,1,0,1,0,1,0.016206370152626208
10,1,0,1,1,1,0,0.016332498056396656
11,1,0,1,1,1,1,0.01615677324160351
12,0,0,1,1,1,1,0.09865229292785008
13,1,0,1,0,1,1,0.015861598324464626
14,0,1,1,1,0,0,0.10041327918436134
15,0,0,1,0,0,1,0.09731212387172083
16,1,1,1,1,0,1,0.01619996555733731
17,0,1,0,1,0,1,0.09988774452136212
18,0,1,0,0,1,0,0.10004106670487807
19,0,1,0,0,0,1,0.1005820450228408
2,1,0,1,1,0,0,0.01624593862792311
20,1,0,0,0,0,1,0.016115583001080475
21,0,0,0,0,0,1,0.09906492931962914
22,1,1,0,1,0,0,0.016207358820407504
23,0,1,1,0,1,0,0.10254551427515522
24,1,1,1,1,1,0,0.0162514339588058
25,0,1,1,0,0,1,0.0972028592486672
26,1,1,1,0,0,0,0.016154573119181642
27,0,0,1,0,1,0,0.10243309889337404
28,1,0,0,0,1,0,0.016210522089721173
29,1,1,0,0,1,1,0.016113190363421872
3,1,0,1,0,0,0,0.016112635181703656
4,1,1,1,1,1,1,0.01610092310702532
5,1,0,0,1,1,1,0.016056230938347092
6,1,0,0,1,0,1,0.016165799513007558
7,0,0,0,1,1,1,0.10146401011308193
8,0,0,1,1,0,1,0.09886967008560713
9,0,1,1,1,1,1,0.09933152040312088
