configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,74844.7924827088
1,1,1,0,1,0,1,75492.61384040816
10,1,0,1,1,1,0,75456.99396540236
11,1,0,1,1,1,1,74857.99812046539
12,0,0,1,1,1,1,75883.57698791068
13,1,0,1,0,1,1,73825.21746878872
14,0,1,1,1,0,0,75324.99345049182
15,0,0,1,0,0,1,75491.19478253176
16,1,1,1,1,0,1,73546.38151067504
17,0,1,0,1,0,1,74140.27859692488
18,0,1,0,0,1,0,76094.58252229191
19,0,1,0,0,0,1,74698.58746465076
2,1,0,1,1,0,0,74800.28510876672
20,1,0,0,0,0,1,74168.50431497526
21,0,0,0,0,0,1,76253.82641700961
22,1,1,0,1,0,0,73606.76923181105
23,0,1,1,0,1,0,74336.42659593804
24,1,1,1,1,1,0,74379.54259110213
25,0,1,1,0,0,1,76678.0727855871
26,1,1,1,0,0,0,73208.74668821933
27,0,0,1,0,1,0,76134.38327723499
28,1,0,0,0,1,0,75899.91109084415
29,1,1,0,0,1,1,74715.04057101418
3,1,0,1,0,0,0,75545.35626094605
4,1,1,1,1,1,1,74970.93189543084
5,1,0,0,1,1,1,74931.2262472696
6,1,0,0,1,0,1,75266.00322695464
7,0,0,0,1,1,1,75534.74825023756
8,0,0,1,1,0,1,74831.83789388486
9,0,1,1,1,1,1,73993.68404711713
