configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,15255191,8.269
1,tiff,1,1,0,1,15255435,8.266
10,png,1,0,1,1,15095088,24.929
11,png,1,0,0,1,15095101,24.865
12,png,0,1,0,0,14807380,31.565
13,png,0,0,0,0,14807337,31.619
14,png,0,0,0,1,14807383,31.603
15,png,0,1,1,0,14807370,31.798
2,tiff,1,0,1,1,15255415,8.265
3,tiff,1,0,0,1,15255386,8.604
4,tiff,0,1,0,0,14376865,8.86
5,tiff,0,0,0,0,14377523,8.796
6,tiff,0,0,0,1,14377517,8.78
7,tiff,0,1,1,0,14377107,8.764
8,png,1,1,1,1,15095081,24.847
9,png,1,1,0,1,15095131,24.803
