configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1536659,1.926
1,tiff,1,1,0,1,1536665,1.841
10,png,1,0,1,1,1615753,3.528
11,png,1,0,0,1,1615769,3.513
12,png,0,1,0,0,1843144,3.695
13,png,0,0,0,0,1843132,3.674
14,png,0,0,0,1,1843136,3.706
15,png,0,1,1,0,1843143,3.668
2,tiff,1,0,1,1,1536640,1.866
3,tiff,1,0,0,1,1536652,1.855
4,tiff,0,1,0,0,1795021,1.875
5,tiff,0,0,0,0,1795102,1.852
6,tiff,0,0,0,1,1795127,1.864
7,tiff,0,1,1,0,1795102,1.842
8,png,1,1,1,1,1615754,3.557
9,png,1,1,0,1,1615744,3.545
