configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2213384,4.171
1,tiff,1,1,0,1,2214657,4.172
10,png,1,0,1,1,1753303,8.205
11,png,1,0,0,1,1753337,8.228
12,png,0,1,0,0,1894557,8.269
13,png,0,0,0,0,1894317,8.329
14,png,0,0,0,1,1894635,8.252
15,png,0,1,1,0,1894336,8.275
2,tiff,1,0,1,1,2214709,4.146
3,tiff,1,0,0,1,2213135,4.212
4,tiff,0,1,0,0,2401005,4.155
5,tiff,0,0,0,0,2401001,4.224
6,tiff,0,0,0,1,2399984,4.151
7,tiff,0,1,1,0,2401166,4.284
8,png,1,1,1,1,1753337,8.206
9,png,1,1,0,1,1753310,8.203
