configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,44.99145824567597
1,1,1,0,1,0,1,40.188331334072494
10,1,0,1,1,1,0,40.989169030173294
11,1,0,1,1,1,1,74.98691338885705
12,0,0,1,1,1,1,53.38239569234282
13,1,0,1,0,1,1,79.77829106650381
14,0,1,1,1,0,0,48.184445087799865
15,0,0,1,0,0,1,50.591094399061845
16,1,1,1,1,0,1,50.7864371772332
17,0,1,0,1,0,1,74.7874567674109
18,0,1,0,0,1,0,66.78171204185881
19,0,1,0,0,0,1,54.78435775103749
2,1,0,1,1,0,0,41.78906575721962
20,1,0,0,0,0,1,85.98051922179887
21,0,0,0,0,0,1,61.18195123872985
22,1,1,0,1,0,0,47.55940231446069
23,0,1,1,0,1,0,55.781976787517976
24,1,1,1,1,1,0,46.39009676275734
25,0,1,1,0,0,1,77.9834905363294
26,1,1,1,0,0,0,59.372580459895886
27,0,0,1,0,1,0,69.5774097735805
28,1,0,0,0,1,0,58.98396242577152
29,1,1,0,0,1,1,53.790910013973104
3,1,0,1,0,0,0,56.16677403931608
4,1,1,1,1,1,1,50.18530363531283
5,1,0,0,1,1,1,53.78736293877182
6,1,0,0,1,0,1,62.3865013578374
7,0,0,0,1,1,1,42.961541326558354
8,0,0,1,1,0,1,57.993435386686656
9,0,1,1,1,1,1,57.98566284770965
