configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,0.013897857767522715
1,1,1,0,1,0,1,0.013819025774579757
10,1,0,1,1,1,0,0.013960331268230528
11,1,0,1,1,1,1,0.013713678470262758
12,0,0,1,1,1,1,0.013769301310161849
13,1,0,1,0,1,1,0.01378345538397994
14,0,1,1,1,0,0,0.013851017958599613
15,0,0,1,0,0,1,0.013789614702915063
16,1,1,1,1,0,1,0.013757700875570378
17,0,1,0,1,0,1,0.01372142619529272
18,0,1,0,0,1,0,0.01380234450624401
19,0,1,0,0,0,1,0.01380211292410752
2,1,0,1,1,0,0,0.01378568541351846
20,1,0,0,0,0,1,0.0136947101222792
21,0,0,0,0,0,1,0.013717133239957758
22,1,1,0,1,0,0,0.013750293237426551
23,0,1,1,0,1,0,0.013812256862387216
24,1,1,1,1,1,0,0.013951891025026185
25,0,1,1,0,0,1,0.013801066346257815
26,1,1,1,0,0,0,0.013852621700724602
27,0,0,1,0,1,0,0.01386240893911572
28,1,0,0,0,1,0,0.0137803509594466
29,1,1,0,0,1,1,0.013707030468012095
3,1,0,1,0,0,0,0.013823440594131056
4,1,1,1,1,1,1,0.013835365324995746
5,1,0,0,1,1,1,0.013723587206932873
6,1,0,0,1,0,1,0.013834609939263586
7,0,0,0,1,1,1,0.013714068540806623
8,0,0,1,1,0,1,0.013712955175715772
9,0,1,1,1,1,1,0.01383521858798243
