configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1612702,1.328
1,tiff,1,1,0,1,1612649,1.337
10,png,1,0,1,1,1577730,3.071
11,png,1,0,0,1,1577734,3.136
12,png,0,1,0,0,2357335,5.036
13,png,0,0,0,0,2357342,5.079
14,png,0,0,0,1,2341688,4.911
15,png,0,1,1,0,2357336,5.049
2,tiff,1,0,1,1,1612680,1.405
3,tiff,1,0,0,1,1612676,1.332
4,tiff,0,1,0,0,2761983,1.413
5,tiff,0,0,0,0,2762567,1.416
6,tiff,0,0,0,1,2744940,1.375
7,tiff,0,1,1,0,2762573,1.426
8,png,1,1,1,1,1577751,3.103
9,png,1,1,0,1,1577760,3.068
