configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2213096,4.166
1,tiff,1,1,0,1,2214742,4.2
10,png,1,0,1,1,1753336,8.23
11,png,1,0,0,1,1753461,8.189
12,png,0,1,0,0,1894346,8.294
13,png,0,0,0,0,1894565,8.316
14,png,0,0,0,1,1894328,8.222
15,png,0,1,1,0,1894571,8.246
2,tiff,1,0,1,1,2213194,4.186
3,tiff,1,0,0,1,2214454,4.172
4,tiff,0,1,0,0,2401521,4.224
5,tiff,0,0,0,0,2400427,4.198
6,tiff,0,0,0,1,2400877,4.163
7,tiff,0,1,1,0,2400997,4.198
8,png,1,1,1,1,1753173,8.188
9,png,1,1,0,1,1753322,8.215
