configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,112,3.205
1,tiff,1,1,0,1,112,3.158
10,png,1,0,1,1,112,3.137
11,png,1,0,0,1,112,3.148
12,png,0,1,0,0,112,3.151
13,png,0,0,0,0,112,3.15
14,png,0,0,0,1,112,3.157
15,png,0,1,1,0,112,3.163
2,tiff,1,0,1,1,112,3.152
3,tiff,1,0,0,1,112,3.138
4,tiff,0,1,0,0,112,3.169
5,tiff,0,0,0,0,112,3.139
6,tiff,0,0,0,1,112,3.136
7,tiff,0,1,1,0,112,3.158
8,png,1,1,1,1,112,3.141
9,png,1,1,0,1,112,3.156
