configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,6362669,6.236
1,tiff,1,1,0,1,6362664,6.033
10,png,1,0,1,1,6662494,12.401
11,png,1,0,0,1,6662506,12.32
12,png,0,1,0,0,10651924,31.916
13,png,0,0,0,0,10651934,31.759
14,png,0,0,0,1,10652006,31.826
15,png,0,1,1,0,10651918,31.94
2,tiff,1,0,1,1,6362669,6.608
3,tiff,1,0,0,1,6362675,6.026
4,tiff,0,1,0,0,11409980,9.481
5,tiff,0,0,0,0,11409222,9.289
6,tiff,0,0,0,1,11409703,9.309
7,tiff,0,1,1,0,11409766,9.431
8,png,1,1,1,1,6662490,12.406
9,png,1,1,0,1,6662423,12.334
