configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1205841,1.136
1,tiff,1,1,0,1,1205823,1.157
10,png,1,0,1,1,1349989,2.526
11,png,1,0,0,1,1349695,2.53
12,png,0,1,0,0,3177553,5.01
13,png,0,0,0,0,3177556,5.013
14,png,0,0,0,1,3177553,4.998
15,png,0,1,1,0,3177699,4.975
2,tiff,1,0,1,1,1205826,1.257
3,tiff,1,0,0,1,1205585,1.135
4,tiff,0,1,0,0,3876296,1.306
5,tiff,0,0,0,0,3876299,1.363
6,tiff,0,0,0,1,3876310,1.3
7,tiff,0,1,1,0,3876333,1.301
8,png,1,1,1,1,1349668,2.52
9,png,1,1,0,1,1349667,2.559
