configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3273958,5.435
1,tiff,1,1,0,1,3273964,5.498
10,png,1,0,1,1,3254951,8.819
11,png,1,0,0,1,3254945,8.829
12,png,0,1,0,0,8502347,25.937
13,png,0,0,0,0,8502340,26.059
14,png,0,0,0,1,8502355,26.153
15,png,0,1,1,0,8502349,26.165
2,tiff,1,0,1,1,3274001,5.453
3,tiff,1,0,0,1,3273987,5.491
4,tiff,0,1,0,0,10068844,6.132
5,tiff,0,0,0,0,10068884,6.12
6,tiff,0,0,0,1,10068820,6.084
7,tiff,0,1,1,0,10068911,6.15
8,png,1,1,1,1,3254926,8.906
9,png,1,1,0,1,3254932,8.82
