configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,739164,1.712
1,tiff,1,1,0,1,739163,1.68
10,png,1,0,1,1,739161,1.719
11,png,1,0,0,1,739165,1.717
12,png,0,1,0,0,3168071,5.368
13,png,0,0,0,0,3168069,5.386
14,png,0,0,0,1,3168073,5.37
15,png,0,1,1,0,3168071,5.381
2,tiff,1,0,1,1,739164,1.708
3,tiff,1,0,0,1,739164,1.687
4,tiff,0,1,0,0,4807626,1.84
5,tiff,0,0,0,0,4807713,1.802
6,tiff,0,0,0,1,4807624,1.805
7,tiff,0,1,1,0,4807725,1.804
8,png,1,1,1,1,739164,1.686
9,png,1,1,0,1,739165,1.705
