configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,175491,0.19
1,tiff,1,1,0,1,175435,0.201
10,png,1,0,1,1,169396,0.171
11,png,1,0,0,1,169396,0.172
12,png,0,1,0,0,1185025,2.901
13,png,0,0,0,0,1185028,2.913
14,png,0,0,0,1,1184903,2.867
15,png,0,1,1,0,1185026,2.882
2,tiff,1,0,1,1,175431,0.171
3,tiff,1,0,0,1,175424,0.197
4,tiff,0,1,0,0,1698408,0.346
5,tiff,0,0,0,0,1698464,0.383
6,tiff,0,0,0,1,1696512,0.339
7,tiff,0,1,1,0,1698322,0.382
8,png,1,1,1,1,169393,0.198
9,png,1,1,0,1,169393,0.172
