configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2214683,4.141
1,tiff,1,1,0,1,2214616,4.156
10,png,1,0,1,1,1753409,8.296
11,png,1,0,0,1,1753253,8.256
12,png,0,1,0,0,1894322,8.24
13,png,0,0,0,0,1894340,8.239
14,png,0,0,0,1,1894330,8.299
15,png,0,1,1,0,1894371,8.239
2,tiff,1,0,1,1,2213118,4.22
3,tiff,1,0,0,1,2214670,4.14
4,tiff,0,1,0,0,2400963,4.21
5,tiff,0,0,0,0,2400042,4.232
6,tiff,0,0,0,1,2401006,4.239
7,tiff,0,1,1,0,2400993,4.22
8,png,1,1,1,1,1753308,8.182
9,png,1,1,0,1,1753324,8.188
