configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,15255152,8.298
1,tiff,1,1,0,1,15255278,8.462
10,png,1,0,1,1,15095086,24.861
11,png,1,0,0,1,15095140,24.987
12,png,0,1,0,0,14807390,31.777
13,png,0,0,0,0,14807435,31.636
14,png,0,0,0,1,14807374,31.684
15,png,0,1,1,0,14807434,31.551
2,tiff,1,0,1,1,15257039,8.278
3,tiff,1,0,0,1,15255420,8.276
4,tiff,0,1,0,0,14377433,8.797
5,tiff,0,0,0,0,14377168,8.829
6,tiff,0,0,0,1,14376773,8.792
7,tiff,0,1,1,0,14377547,8.777
8,png,1,1,1,1,15095110,24.894
9,png,1,1,0,1,15095093,25.006
