configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,6362675,6.093
1,tiff,1,1,0,1,6362665,6.099
10,png,1,0,1,1,6662511,12.328
11,png,1,0,0,1,6662467,12.299
12,png,0,1,0,0,10651931,31.676
13,png,0,0,0,0,10651921,31.984
14,png,0,0,0,1,10651982,32.101
15,png,0,1,1,0,10652004,32.125
2,tiff,1,0,1,1,6362675,6.063
3,tiff,1,0,0,1,6362672,6.067
4,tiff,0,1,0,0,11409602,9.481
5,tiff,0,0,0,0,11409188,9.39
6,tiff,0,0,0,1,11409240,9.439
7,tiff,0,1,1,0,11409237,9.41
8,png,1,1,1,1,6662469,12.283
9,png,1,1,0,1,6662432,12.309
