configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1536637,1.837
1,tiff,1,1,0,1,1536666,1.883
10,png,1,0,1,1,1615753,3.527
11,png,1,0,0,1,1615771,3.542
12,png,0,1,0,0,1843148,3.715
13,png,0,0,0,0,1843147,3.647
14,png,0,0,0,1,1843149,3.721
15,png,0,1,1,0,1843146,3.689
2,tiff,1,0,1,1,1536642,1.84
3,tiff,1,0,0,1,1536661,1.875
4,tiff,0,1,0,0,1795128,1.867
5,tiff,0,0,0,0,1795138,1.883
6,tiff,0,0,0,1,1795102,1.867
7,tiff,0,1,1,0,1795145,1.847
8,png,1,1,1,1,1615762,3.502
9,png,1,1,0,1,1615749,3.53
