configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3274046,5.43
1,tiff,1,1,0,1,3273976,5.452
10,png,1,0,1,1,3254953,8.838
11,png,1,0,0,1,3254939,8.802
12,png,0,1,0,0,8502359,25.991
13,png,0,0,0,0,8502350,26.165
14,png,0,0,0,1,8502348,25.972
15,png,0,1,1,0,8502352,26.207
2,tiff,1,0,1,1,3274044,5.414
3,tiff,1,0,0,1,3273920,5.433
4,tiff,0,1,0,0,10068858,6.085
5,tiff,0,0,0,0,10068905,6.069
6,tiff,0,0,0,1,10068920,6.126
7,tiff,0,1,1,0,10068898,6.086
8,png,1,1,1,1,3254929,8.916
9,png,1,1,0,1,3254931,8.803
