configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1612674,1.368
1,tiff,1,1,0,1,1612748,1.299
10,png,1,0,1,1,1577758,3.099
11,png,1,0,0,1,1577752,3.096
12,png,0,1,0,0,2357285,5.08
13,png,0,0,0,0,2357324,5.05
14,png,0,0,0,1,2341684,4.898
15,png,0,1,1,0,2357333,5.081
2,tiff,1,0,1,1,1612665,1.339
3,tiff,1,0,0,1,1612695,1.332
4,tiff,0,1,0,0,2762019,1.39
5,tiff,0,0,0,0,2761958,1.423
6,tiff,0,0,0,1,2744967,1.368
7,tiff,0,1,1,0,2762556,1.448
8,png,1,1,1,1,1577748,3.064
9,png,1,1,0,1,1577744,3.134
