configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1205617,1.162
1,tiff,1,1,0,1,1205596,1.168
10,png,1,0,1,1,1349675,2.51
11,png,1,0,0,1,1349661,2.507
12,png,0,1,0,0,3178113,4.978
13,png,0,0,0,0,3177540,4.955
14,png,0,0,0,1,3177560,4.95
15,png,0,1,1,0,3177557,4.997
2,tiff,1,0,1,1,1205829,1.161
3,tiff,1,0,0,1,1205573,1.153
4,tiff,0,1,0,0,3875912,1.306
5,tiff,0,0,0,0,3875916,1.323
6,tiff,0,0,0,1,3876385,1.385
7,tiff,0,1,1,0,3875934,1.299
8,png,1,1,1,1,1349683,2.532
9,png,1,1,0,1,1349686,2.52
