configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,112,3.177
1,tiff,1,1,0,1,112,3.186
10,png,1,0,1,1,112,3.155
11,png,1,0,0,1,112,3.152
12,png,0,1,0,0,112,3.176
13,png,0,0,0,0,112,3.144
14,png,0,0,0,1,112,3.173
15,png,0,1,1,0,112,3.161
2,tiff,1,0,1,1,112,3.177
3,tiff,1,0,0,1,112,3.173
4,tiff,0,1,0,0,112,3.148
5,tiff,0,0,0,0,112,3.172
6,tiff,0,0,0,1,112,3.178
7,tiff,0,1,1,0,112,3.178
8,png,1,1,1,1,112,3.146
9,png,1,1,0,1,112,3.171
