configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,6362725,6.122
1,tiff,1,1,0,1,6362741,6.11
10,png,1,0,1,1,6662484,12.318
11,png,1,0,0,1,6662474,12.381
12,png,0,1,0,0,10651942,31.767
13,png,0,0,0,0,10651917,31.889
14,png,0,0,0,1,10651944,31.884
15,png,0,1,1,0,10651950,31.874
2,tiff,1,0,1,1,6362665,6.126
3,tiff,1,0,0,1,6362678,6.123
4,tiff,0,1,0,0,11409261,10.029
5,tiff,0,0,0,0,11409206,9.559
6,tiff,0,0,0,1,11409735,9.506
7,tiff,0,1,1,0,11409712,9.529
8,png,1,1,1,1,6662721,12.435
9,png,1,1,0,1,6662493,12.394
