configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,15255425,8.378
1,tiff,1,1,0,1,15255219,8.32
10,png,1,0,1,1,15095070,24.913
11,png,1,0,0,1,15095134,24.926
12,png,0,1,0,0,14807414,31.678
13,png,0,0,0,0,14807417,31.699
14,png,0,0,0,1,14807397,31.799
15,png,0,1,1,0,14807424,31.661
2,tiff,1,0,1,1,15255401,8.276
3,tiff,1,0,0,1,15255414,8.358
4,tiff,0,1,0,0,14377577,8.755
5,tiff,0,0,0,0,14377138,8.794
6,tiff,0,0,0,1,14377480,8.808
7,tiff,0,1,1,0,14377483,8.837
8,png,1,1,1,1,15095122,24.931
9,png,1,1,0,1,15095116,24.865
