configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1612693,1.335
1,tiff,1,1,0,1,1612693,1.34
10,png,1,0,1,1,1577738,3.114
11,png,1,0,0,1,1577758,3.098
12,png,0,1,0,0,2357338,5.05
13,png,0,0,0,0,2357342,5.084
14,png,0,0,0,1,2341674,4.854
15,png,0,1,1,0,2357326,5.055
2,tiff,1,0,1,1,1612684,1.344
3,tiff,1,0,0,1,1612676,1.339
4,tiff,0,1,0,0,2762578,1.417
5,tiff,0,0,0,0,2762002,1.424
6,tiff,0,0,0,1,2745087,1.378
7,tiff,0,1,1,0,2762099,1.424
8,png,1,1,1,1,1577750,3.1
9,png,1,1,0,1,1577757,3.078
