configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3274027,5.498
1,tiff,1,1,0,1,3273987,5.425
10,png,1,0,1,1,3254929,8.91
11,png,1,0,0,1,3254939,8.8
12,png,0,1,0,0,8502372,26.094
13,png,0,0,0,0,8502323,26.035
14,png,0,0,0,1,8502341,26.051
15,png,0,1,1,0,8502362,26.233
2,tiff,1,0,1,1,3273975,5.484
3,tiff,1,0,0,1,3273923,5.506
4,tiff,0,1,0,0,10068924,6.175
5,tiff,0,0,0,0,10068867,6.168
6,tiff,0,0,0,1,10068664,6.176
7,tiff,0,1,1,0,10068821,6.16
8,png,1,1,1,1,3254944,8.896
9,png,1,1,0,1,3254931,8.841
