configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,12943987.332817247
1,1,1,0,1,0,1,12641047.78249178
10,1,0,1,1,1,0,12274044.327170292
11,1,0,1,1,1,1,12910362.214898767
12,0,0,1,1,1,1,12733865.99339274
13,1,0,1,0,1,1,12884223.214753063
14,0,1,1,1,0,0,12798712.456898894
15,0,0,1,0,0,1,12708939.854620092
16,1,1,1,1,0,1,12929513.741774952
17,0,1,0,1,0,1,12876692.64023352
18,0,1,0,0,1,0,12828969.746448748
19,0,1,0,0,0,1,12747319.05947888
2,1,0,1,1,0,0,12883786.345644262
20,1,0,0,0,0,1,12693485.73522251
21,0,0,0,0,0,1,12853963.76652994
22,1,1,0,1,0,0,12866192.115997994
23,0,1,1,0,1,0,12849117.065320605
24,1,1,1,1,1,0,12975295.912285728
25,0,1,1,0,0,1,12989312.538993325
26,1,1,1,0,0,0,12379157.42882669
27,0,0,1,0,1,0,12881653.700493002
28,1,0,0,0,1,0,12880755.645676032
29,1,1,0,0,1,1,12966202.224023815
3,1,0,1,0,0,0,12870662.401159767
4,1,1,1,1,1,1,12822950.77416495
5,1,0,0,1,1,1,12987340.644124094
6,1,0,0,1,0,1,12709918.639949512
7,0,0,0,1,1,1,12654873.81956672
8,0,0,1,1,0,1,12901493.8466587
9,0,1,1,1,1,1,12855246.880121054
