configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,13.459650691334494
1,1,1,0,1,0,1,13.411256516787816
10,1,0,1,1,1,0,13.634205701822948
11,1,0,1,1,1,1,13.652328819006929
12,0,0,1,1,1,1,13.441860021144144
13,1,0,1,0,1,1,13.608349179462133
14,0,1,1,1,0,0,13.488681551414116
15,0,0,1,0,0,1,13.597816160809376
16,1,1,1,1,0,1,13.654889830556645
17,0,1,0,1,0,1,13.681907478283794
18,0,1,0,0,1,0,13.611768112992985
19,0,1,0,0,0,1,13.614246305047926
2,1,0,1,1,0,0,13.649811323840732
20,1,0,0,0,0,1,13.600979326615555
21,0,0,0,0,0,1,13.643803075033514
22,1,1,0,1,0,0,13.61004647526772
23,0,1,1,0,1,0,13.632196835344635
24,1,1,1,1,1,0,13.60409284983147
25,0,1,1,0,0,1,13.621353759724734
26,1,1,1,0,0,0,13.686043927218432
27,0,0,1,0,1,0,13.660197218892446
28,1,0,0,0,1,0,13.604874826982288
29,1,1,0,0,1,1,13.651197788003595
3,1,0,1,0,0,0,13.568894659099035
4,1,1,1,1,1,1,13.645850731881858
5,1,0,0,1,1,1,13.629838614430678
6,1,0,0,1,0,1,13.096945703571048
7,0,0,0,1,1,1,13.622378215963227
8,0,0,1,1,0,1,13.635123365012195
9,0,1,1,1,1,1,13.61059804733037
