configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,2214654,0m4.280s
1,tiff,1,1,0,1,2213328,0m4.187s
10,png,1,0,1,1,1753307,0m8.235s
11,png,1,0,0,1,1753405,0m8.284s
12,png,0,1,0,0,1894339,0m8.338s
13,png,0,0,0,0,1894642,0m8.320s
14,png,0,0,0,1,1894265,0m8.290s
15,png,0,1,1,0,1894602,0m8.324s
2,tiff,1,0,1,1,2214583,0m4.215s
3,tiff,1,0,0,1,2213225,0m4.323s
4,tiff,0,1,0,0,2401042,0m4.228s
5,tiff,0,0,0,0,2400508,0m4.200s
6,tiff,0,0,0,1,2399759,0m4.266s
7,tiff,0,1,1,0,2400682,0m4.231s
8,png,1,1,1,1,1753335,0m8.229s
9,png,1,1,0,1,1753282,0m8.242s
