configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1612663,0m1.348s
1,tiff,1,1,0,1,1612658,0m1.310s
10,png,1,0,1,1,1577748,0m3.123s
11,png,1,0,0,1,1577753,0m3.101s
12,png,0,1,0,0,2357336,0m5.095s
13,png,0,0,0,0,2357334,0m5.043s
14,png,0,0,0,1,2341677,0m4.870s
15,png,0,1,1,0,2357339,0m5.053s
2,tiff,1,0,1,1,1612674,0m1.315s
3,tiff,1,0,0,1,1612693,0m1.362s
4,tiff,0,1,0,0,2762575,0m1.395s
5,tiff,0,0,0,0,2761920,0m1.394s
6,tiff,0,0,0,1,2745025,0m1.425s
7,tiff,0,1,1,0,2762110,0m1.405s
8,png,1,1,1,1,1577740,0m3.112s
9,png,1,1,0,1,1577766,0m3.094s
