configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,6362659,0m6.136s
1,tiff,1,1,0,1,6362655,0m6.137s
10,png,1,0,1,1,6662529,0m12.334s
11,png,1,0,0,1,6662467,0m12.323s
12,png,0,1,0,0,10651906,0m31.653s
13,png,0,0,0,0,10651949,0m31.885s
14,png,0,0,0,1,10651913,0m31.763s
15,png,0,1,1,0,10651934,0m31.749s
2,tiff,1,0,1,1,6362668,0m6.159s
3,tiff,1,0,0,1,6362660,0m6.190s
4,tiff,0,1,0,0,11409269,0m9.308s
5,tiff,0,0,0,0,11409285,0m9.219s
6,tiff,0,0,0,1,11409204,0m9.236s
7,tiff,0,1,1,0,11409266,0m9.226s
8,png,1,1,1,1,6662500,0m12.333s
9,png,1,1,0,1,6662483,0m12.342s
