configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1536649,0m1.929s
1,tiff,1,1,0,1,1536672,0m1.883s
10,png,1,0,1,1,1615760,0m3.570s
11,png,1,0,0,1,1615765,0m3.569s
12,png,0,1,0,0,1843157,0m3.749s
13,png,0,0,0,0,1843155,0m3.724s
14,png,0,0,0,1,1843154,0m3.739s
15,png,0,1,1,0,1843144,0m3.720s
2,tiff,1,0,1,1,1536643,0m1.854s
3,tiff,1,0,0,1,1536662,0m1.883s
4,tiff,0,1,0,0,1795108,0m1.870s
5,tiff,0,0,0,0,1795132,0m1.877s
6,tiff,0,0,0,1,1795108,0m1.864s
7,tiff,0,1,1,0,1795128,0m1.865s
8,png,1,1,1,1,1615770,0m3.575s
9,png,1,1,0,1,1615754,0m3.554s
