configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,3273984,0m5.520s
1,tiff,1,1,0,1,3273993,0m5.505s
10,png,1,0,1,1,3254942,0m8.889s
11,png,1,0,0,1,3254944,0m8.912s
12,png,0,1,0,0,8502362,0m26.127s
13,png,0,0,0,0,8502341,0m26.113s
14,png,0,0,0,1,8502357,0m26.186s
15,png,0,1,1,0,8502337,0m26.201s
2,tiff,1,0,1,1,3273915,0m5.468s
3,tiff,1,0,0,1,3274017,0m5.507s
4,tiff,0,1,0,0,10068900,0m6.392s
5,tiff,0,0,0,0,10068817,0m6.204s
6,tiff,0,0,0,1,10068801,0m6.213s
7,tiff,0,1,1,0,10068833,0m6.205s
8,png,1,1,1,1,3254948,0m8.854s
9,png,1,1,0,1,3254936,0m8.823s
