configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,175426,0m0.205s
1,tiff,1,1,0,1,175434,0m0.175s
10,png,1,0,1,1,169390,0m0.200s
11,png,1,0,0,1,169390,0m0.177s
12,png,0,1,0,0,1185028,0m2.894s
13,png,0,0,0,0,1185033,0m2.892s
14,png,0,0,0,1,1184894,0m2.888s
15,png,0,1,1,0,1185020,0m2.870s
2,tiff,1,0,1,1,175498,0m0.196s
3,tiff,1,0,0,1,175436,0m0.197s
4,tiff,0,1,0,0,1698318,0m0.351s
5,tiff,0,0,0,0,1698339,0m0.356s
6,tiff,0,0,0,1,1696546,0m0.373s
7,tiff,0,1,1,0,1698311,0m0.369s
8,png,1,1,1,1,169395,0m0.172s
9,png,1,1,0,1,169395,0m0.174s
