configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,84.98188747039589
1,1,1,0,1,0,1,89.58414625780308
10,1,0,1,1,1,0,83.7756236559887
11,1,0,1,1,1,1,86.38479501485938
12,0,0,1,1,1,1,90.78495704156015
13,1,0,1,0,1,1,79.17153550534269
14,0,1,1,1,0,0,86.98716540908998
15,0,0,1,0,0,1,71.3817055113128
16,1,1,1,1,0,1,76.19008401294587
17,0,1,0,1,0,1,83.38182414647436
18,0,1,0,0,1,0,90.1828949201376
19,0,1,0,0,0,1,95.96726671693007
2,1,0,1,1,0,0,107.58364973814702
20,1,0,0,0,0,1,92.97681526415501
21,0,0,0,0,0,1,79.58874322284255
22,1,1,0,1,0,0,99.17863537475357
23,0,1,1,0,1,0,84.18480430608355
24,1,1,1,1,1,0,116.37212461693449
25,0,1,1,0,0,1,84.38391983399
26,1,1,1,0,0,0,83.78485903703975
27,0,0,1,0,1,0,88.38349277414486
28,1,0,0,0,1,0,76.97433871062209
29,1,1,0,0,1,1,85.98304017206164
3,1,0,1,0,0,0,97.57780497199663
4,1,1,1,1,1,1,102.3877253908843
5,1,0,0,1,1,1,84.57937768697359
6,1,0,0,1,0,1,85.18126584569502
7,0,0,0,1,1,1,67.78413790167376
8,0,0,1,1,0,1,87.98659314845293
9,0,1,1,1,1,1,84.1731356723806
