configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,10.234067859407938
1,1,1,0,1,0,1,10.214925358980175
10,1,0,1,1,1,0,10.24770290149758
11,1,0,1,1,1,1,10.285755404490908
12,0,0,1,1,1,1,10.232307861746348
13,1,0,1,0,1,1,10.232211302968024
14,0,1,1,1,0,0,10.236880794577576
15,0,0,1,0,0,1,10.255349061157355
16,1,1,1,1,0,1,10.228564929195153
17,0,1,0,1,0,1,10.25139689947058
18,0,1,0,0,1,0,10.220133982558318
19,0,1,0,0,0,1,10.228041181145588
2,1,0,1,1,0,0,10.23004261339276
20,1,0,0,0,0,1,10.245713501642763
21,0,0,0,0,0,1,10.209896422610868
22,1,1,0,1,0,0,10.256606374558684
23,0,1,1,0,1,0,10.281846453738352
24,1,1,1,1,1,0,10.235504163701858
25,0,1,1,0,0,1,10.2410751064261
26,1,1,1,0,0,0,10.253298235797896
27,0,0,1,0,1,0,10.23833010378808
28,1,0,0,0,1,0,10.236469610328415
29,1,1,0,0,1,1,10.238773912557685
3,1,0,1,0,0,0,10.257793559324783
4,1,1,1,1,1,1,10.288987621663995
5,1,0,0,1,1,1,10.247645005513826
6,1,0,0,1,0,1,10.223873983351071
7,0,0,0,1,1,1,10.206437207410172
8,0,0,1,1,0,1,10.254427270383417
9,0,1,1,1,1,1,10.175649207437
