configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,10432656,5.18
1,50%,xz,-3,1,10362252,12.411
10,100%,xz,-9,1,8385868,34.349
11,50%,lzma,-6,16,8627467,29.692
12,75%,xz,-3,32,10432656,5.264
13,50%,lzma,-3,16,10360607,12.485
14,50%,lzma,-6,32,8627467,29.821
15,50%,xz,-6,32,8712308,18.678
16,75%,lzma,-3,16,10360607,12.392
17,75%,lzma,-6,32,8627467,29.83
18,100%,lzma,-6,1,8627467,29.832
19,75%,lzma,-3,1,10360607,12.467
2,75%,xz,-9,16,8385876,34.443
20,75%,lzma,-6,1,8627467,29.83
21,75%,lzma,-6,16,8627467,29.903
22,100%,xz,-9,32,8385876,34.427
23,100%,xz,-9,16,8385876,34.49
24,50%,lzma,-9,32,8384529,34.314
25,50%,lzma,-3,32,10360607,12.519
26,100%,xz,-3,1,10362252,12.454
27,100%,lzma,-9,16,8384529,34.537
28,100%,lzma,-3,1,10360607,12.471
29,50%,lzma,-6,1,8627467,30.087
3,100%,xz,-6,32,8712308,18.816
4,50%,lzma,-3,1,10360607,12.402
5,75%,xz,-3,1,10362252,12.446
6,100%,lzma,-6,16,8627467,29.8
7,75%,xz,-6,32,8712308,18.649
8,50%,xz,-3,32,10432656,5.251
9,75%,xz,-9,32,8385876,34.263
