configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4853744,2.838
1,50%,xz,-3,1,4853736,2.831
10,100%,xz,-9,1,4415072,3.54
11,50%,lzma,-6,16,4414351,3.64
12,75%,xz,-3,32,4853744,2.834
13,50%,lzma,-3,16,4852943,2.843
14,50%,lzma,-6,32,4414351,3.665
15,50%,xz,-6,32,4415080,3.656
16,75%,lzma,-3,16,4852943,2.842
17,75%,lzma,-6,32,4414351,3.651
18,100%,lzma,-6,1,4414351,3.655
19,75%,lzma,-3,1,4852943,2.826
2,75%,xz,-9,16,4415080,3.593
20,75%,lzma,-6,1,4414351,3.62
21,75%,lzma,-6,16,4414351,3.663
22,100%,xz,-9,32,4415080,3.592
23,100%,xz,-9,16,4415080,3.603
24,50%,lzma,-9,32,4414351,3.608
25,50%,lzma,-3,32,4852943,2.839
26,100%,xz,-3,1,4853736,2.894
27,100%,lzma,-9,16,4414351,3.602
28,100%,lzma,-3,1,4852943,2.834
29,50%,lzma,-6,1,4414351,3.648
3,100%,xz,-6,32,4415080,3.706
4,50%,lzma,-3,1,4852943,2.821
5,75%,xz,-3,1,4853736,2.888
6,100%,lzma,-6,16,4414351,3.644
7,75%,xz,-6,32,4415080,3.665
8,50%,xz,-3,32,4853744,2.832
9,75%,xz,-9,32,4415080,3.562
