configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,15255084,0m8.307s
1,tiff,1,1,0,1,15255332,0m8.277s
10,png,1,0,1,1,15095107,0m24.937s
11,png,1,0,0,1,15095097,0m24.862s
12,png,0,1,0,0,14807398,0m31.522s
13,png,0,0,0,0,14807340,0m31.572s
14,png,0,0,0,1,14807395,0m31.647s
15,png,0,1,1,0,14807352,0m31.717s
2,tiff,1,0,1,1,15256996,0m8.265s
3,tiff,1,0,0,1,15255180,0m8.321s
4,tiff,0,1,0,0,14377344,0m8.773s
5,tiff,0,0,0,0,14377538,0m8.815s
6,tiff,0,0,0,1,14378084,0m8.858s
7,tiff,0,1,1,0,14377052,0m8.793s
8,png,1,1,1,1,15095083,0m24.882s
9,png,1,1,0,1,15095089,0m24.900s
