configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,2214664,0m4.261s
1,tiff,1,1,0,1,2213112,0m4.219s
10,png,1,0,1,1,1753479,0m8.246s
11,png,1,0,0,1,1753386,0m8.290s
12,png,0,1,0,0,1894351,0m8.297s
13,png,0,0,0,0,1894569,0m8.319s
14,png,0,0,0,1,1894393,0m8.300s
15,png,0,1,1,0,1894472,0m8.310s
2,tiff,1,0,1,1,2213165,0m4.223s
3,tiff,1,0,0,1,2214681,0m4.204s
4,tiff,0,1,0,0,2399722,0m4.229s
5,tiff,0,0,0,0,2400903,0m4.272s
6,tiff,0,0,0,1,2400331,0m4.283s
7,tiff,0,1,1,0,2401087,0m4.236s
8,png,1,1,1,1,1753340,0m8.270s
9,png,1,1,0,1,1753467,0m8.331s
