configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,112,0m3.201s
1,tiff,1,1,0,1,112,0m3.157s
10,png,1,0,1,1,112,0m3.178s
11,png,1,0,0,1,112,0m3.144s
12,png,0,1,0,0,112,0m3.165s
13,png,0,0,0,0,112,0m3.175s
14,png,0,0,0,1,112,0m3.162s
15,png,0,1,1,0,112,0m3.154s
2,tiff,1,0,1,1,112,0m3.164s
3,tiff,1,0,0,1,112,0m3.164s
4,tiff,0,1,0,0,112,0m3.174s
5,tiff,0,0,0,0,112,0m3.142s
6,tiff,0,0,0,1,112,0m3.150s
7,tiff,0,1,1,0,112,0m3.154s
8,png,1,1,1,1,112,0m3.184s
9,png,1,1,0,1,112,0m3.153s
