configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4853744,2.918
1,50%,xz,-3,1,4853736,2.88
10,100%,xz,-9,1,4415072,3.668
11,50%,lzma,-6,16,4414351,3.717
12,75%,xz,-3,32,4853744,2.895
13,50%,lzma,-3,16,4852943,2.867
14,50%,lzma,-6,32,4414351,3.761
15,50%,xz,-6,32,4415080,3.769
16,75%,lzma,-3,16,4852943,2.874
17,75%,lzma,-6,32,4414351,3.767
18,100%,lzma,-6,1,4414351,3.763
19,75%,lzma,-3,1,4852943,2.88
2,75%,xz,-9,16,4415080,3.673
20,75%,lzma,-6,1,4414351,3.734
21,75%,lzma,-6,16,4414351,3.75
22,100%,xz,-9,32,4415080,3.664
23,100%,xz,-9,16,4415080,3.676
24,50%,lzma,-9,32,4414351,3.7
25,50%,lzma,-3,32,4852943,2.889
26,100%,xz,-3,1,4853736,2.902
27,100%,lzma,-9,16,4414351,3.66
28,100%,lzma,-3,1,4852943,2.884
29,50%,lzma,-6,1,4414351,3.756
3,100%,xz,-6,32,4415080,3.75
4,50%,lzma,-3,1,4852943,2.844
5,75%,xz,-3,1,4853736,2.909
6,100%,lzma,-6,16,4414351,3.744
7,75%,xz,-6,32,4415080,3.75
8,50%,xz,-3,32,4853744,2.891
9,75%,xz,-9,32,4415080,3.66
