configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2618072,1.873
1,50%,xz,-3,1,2618064,1.863
10,100%,xz,-9,1,2426816,3.107
11,50%,lzma,-6,16,2426397,3.072
12,75%,xz,-3,32,2618072,1.888
13,50%,lzma,-3,16,2617615,1.882
14,50%,lzma,-6,32,2426397,3.045
15,50%,xz,-6,32,2426824,3.109
16,75%,lzma,-3,16,2617615,1.859
17,75%,lzma,-6,32,2426397,3.103
18,100%,lzma,-6,1,2426397,3.046
19,75%,lzma,-3,1,2617615,1.875
2,75%,xz,-9,16,2426824,3.093
20,75%,lzma,-6,1,2426397,3.044
21,75%,lzma,-6,16,2426397,3.073
22,100%,xz,-9,32,2426824,3.121
23,100%,xz,-9,16,2426824,3.128
24,50%,lzma,-9,32,2426397,3.073
25,50%,lzma,-3,32,2617615,1.884
26,100%,xz,-3,1,2618064,1.843
27,100%,lzma,-9,16,2426397,3.115
28,100%,lzma,-3,1,2617615,1.827
29,50%,lzma,-6,1,2426397,3.052
3,100%,xz,-6,32,2426824,3.067
4,50%,lzma,-3,1,2617615,1.849
5,75%,xz,-3,1,2618064,1.842
6,100%,lzma,-6,16,2426397,3.067
7,75%,xz,-6,32,2426824,3.097
8,50%,xz,-3,32,2618072,1.85
9,75%,xz,-9,32,2426824,3.13
