configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2149748,1.299
1,50%,xz,-3,1,2131652,2.609
10,100%,xz,-9,1,1738884,11.904
11,50%,lzma,-6,16,1778958,11.422
12,75%,xz,-3,32,2149748,1.288
13,50%,lzma,-3,16,2131278,2.521
14,50%,lzma,-6,32,1778958,11.472
15,50%,xz,-6,32,1797072,8.64
16,75%,lzma,-3,16,2131278,2.517
17,75%,lzma,-6,32,1778958,11.441
18,100%,lzma,-6,1,1778958,11.459
19,75%,lzma,-3,1,2131278,2.535
2,75%,xz,-9,16,1738892,11.876
20,75%,lzma,-6,1,1778958,11.472
21,75%,lzma,-6,16,1778958,11.426
22,100%,xz,-9,32,1738892,11.844
23,100%,xz,-9,16,1738892,11.914
24,50%,lzma,-9,32,1738572,11.831
25,50%,lzma,-3,32,2131278,2.53
26,100%,xz,-3,1,2131652,2.629
27,100%,lzma,-9,16,1738572,11.746
28,100%,lzma,-3,1,2131278,2.564
29,50%,lzma,-6,1,1778958,11.437
3,100%,xz,-6,32,1797072,8.673
4,50%,lzma,-3,1,2131278,2.528
5,75%,xz,-3,1,2131652,2.608
6,100%,lzma,-6,16,1778958,11.428
7,75%,xz,-6,32,1797072,8.643
8,50%,xz,-3,32,2149748,1.29
9,75%,xz,-9,32,1738892,11.858
