configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3272448,2.338
1,50%,xz,-3,1,3272440,2.317
10,100%,xz,-9,1,2849908,5.91
11,50%,lzma,-6,16,2849620,5.786
12,75%,xz,-3,32,3272448,2.313
13,50%,lzma,-3,16,3271884,2.306
14,50%,lzma,-6,32,2849620,5.777
15,50%,xz,-6,32,2850112,5.793
16,75%,lzma,-3,16,3271884,2.341
17,75%,lzma,-6,32,2849620,5.793
18,100%,lzma,-6,1,2849620,5.773
19,75%,lzma,-3,1,3271884,2.347
2,75%,xz,-9,16,2849916,5.919
20,75%,lzma,-6,1,2849620,5.838
21,75%,lzma,-6,16,2849620,5.785
22,100%,xz,-9,32,2849916,5.89
23,100%,xz,-9,16,2849916,5.856
24,50%,lzma,-9,32,2849422,5.842
25,50%,lzma,-3,32,3271884,2.265
26,100%,xz,-3,1,3272440,2.318
27,100%,lzma,-9,16,2849422,5.87
28,100%,lzma,-3,1,3271884,2.26
29,50%,lzma,-6,1,2849620,5.805
3,100%,xz,-6,32,2850112,5.787
4,50%,lzma,-3,1,3271884,2.312
5,75%,xz,-3,1,3272440,2.309
6,100%,lzma,-6,16,2849620,5.763
7,75%,xz,-6,32,2850112,5.843
8,50%,xz,-3,32,3272448,2.34
9,75%,xz,-9,32,2849916,5.879
