configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3272440,2.245
1,50%,xz,-3,1,3272440,2.242
10,100%,xz,-9,1,2849908,5.551
11,50%,lzma,-6,16,2849620,5.476
12,75%,xz,-3,32,3272440,2.311
13,50%,lzma,-3,16,3271884,2.219
14,50%,lzma,-6,32,2849620,5.463
15,50%,xz,-6,32,2850104,5.473
16,75%,lzma,-3,16,3271884,2.301
17,75%,lzma,-6,32,2849620,5.441
18,100%,lzma,-6,1,2849620,5.503
19,75%,lzma,-3,1,3271884,2.262
2,75%,xz,-9,16,2849908,5.576
20,75%,lzma,-6,1,2849620,5.461
21,75%,lzma,-6,16,2849620,5.522
22,100%,xz,-9,32,2849908,5.545
23,100%,xz,-9,16,2849908,5.551
24,50%,lzma,-9,32,2849422,5.541
25,50%,lzma,-3,32,3271884,2.262
26,100%,xz,-3,1,3272440,2.278
27,100%,lzma,-9,16,2849422,5.606
28,100%,lzma,-3,1,3271884,2.244
29,50%,lzma,-6,1,2849620,5.459
3,100%,xz,-6,32,2850104,5.504
4,50%,lzma,-3,1,3271884,2.213
5,75%,xz,-3,1,3272440,2.285
6,100%,lzma,-6,16,2849620,5.449
7,75%,xz,-6,32,2850104,5.514
8,50%,xz,-3,32,3272440,2.282
9,75%,xz,-9,32,2849908,5.574
