configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4853736,2.848
1,50%,xz,-3,1,4853736,2.855
10,100%,xz,-9,1,4415072,3.57
11,50%,lzma,-6,16,4414351,3.633
12,75%,xz,-3,32,4853736,2.823
13,50%,lzma,-3,16,4852943,2.867
14,50%,lzma,-6,32,4414351,3.628
15,50%,xz,-6,32,4415072,3.641
16,75%,lzma,-3,16,4852943,2.863
17,75%,lzma,-6,32,4414351,3.598
18,100%,lzma,-6,1,4414351,3.629
19,75%,lzma,-3,1,4852943,2.841
2,75%,xz,-9,16,4415072,3.542
20,75%,lzma,-6,1,4414351,3.632
21,75%,lzma,-6,16,4414351,3.677
22,100%,xz,-9,32,4415072,3.579
23,100%,xz,-9,16,4415072,3.538
24,50%,lzma,-9,32,4414351,3.553
25,50%,lzma,-3,32,4852943,2.84
26,100%,xz,-3,1,4853736,2.821
27,100%,lzma,-9,16,4414351,3.568
28,100%,lzma,-3,1,4852943,2.873
29,50%,lzma,-6,1,4414351,3.67
3,100%,xz,-6,32,4415072,3.635
4,50%,lzma,-3,1,4852943,2.822
5,75%,xz,-3,1,4853736,2.857
6,100%,lzma,-6,16,4414351,3.643
7,75%,xz,-6,32,4415072,3.651
8,50%,xz,-3,32,4853736,2.803
9,75%,xz,-9,32,4415072,3.541
