configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,1677976,1.71
1,50%,xz,-3,1,1677976,1.71
10,100%,xz,-9,1,1317152,4.813
11,50%,lzma,-6,16,1316901,4.737
12,75%,xz,-3,32,1677976,1.687
13,50%,lzma,-3,16,1677670,1.668
14,50%,lzma,-6,32,1316901,4.738
15,50%,xz,-6,32,1317152,4.778
16,75%,lzma,-3,16,1677670,1.678
17,75%,lzma,-6,32,1316901,4.759
18,100%,lzma,-6,1,1316901,4.777
19,75%,lzma,-3,1,1677670,1.686
2,75%,xz,-9,16,1317152,4.799
20,75%,lzma,-6,1,1316901,4.764
21,75%,lzma,-6,16,1316901,4.753
22,100%,xz,-9,32,1317152,4.804
23,100%,xz,-9,16,1317152,4.839
24,50%,lzma,-9,32,1316901,4.812
25,50%,lzma,-3,32,1677670,1.683
26,100%,xz,-3,1,1677976,1.733
27,100%,lzma,-9,16,1316901,4.824
28,100%,lzma,-3,1,1677670,1.672
29,50%,lzma,-6,1,1316901,4.72
3,100%,xz,-6,32,1317152,4.759
4,50%,lzma,-3,1,1677670,1.718
5,75%,xz,-3,1,1677976,1.713
6,100%,lzma,-6,16,1316901,4.739
7,75%,xz,-6,32,1317152,4.76
8,50%,xz,-3,32,1677976,1.697
9,75%,xz,-9,32,1317152,4.923
