configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4244480,3.083
1,50%,xz,-3,1,4244480,3.062
10,100%,xz,-9,1,3763616,8.383
11,50%,lzma,-6,16,3786768,8.061
12,75%,xz,-3,32,4244480,3.113
13,50%,lzma,-3,16,4243773,3.053
14,50%,lzma,-6,32,3786768,8.07
15,50%,xz,-6,32,3787400,8.096
16,75%,lzma,-3,16,4243773,3.068
17,75%,lzma,-6,32,3786768,8.04
18,100%,lzma,-6,1,3786768,8.079
19,75%,lzma,-3,1,4243773,2.995
2,75%,xz,-9,16,3763616,8.418
20,75%,lzma,-6,1,3786768,8.098
21,75%,lzma,-6,16,3786768,8.052
22,100%,xz,-9,32,3763616,8.4
23,100%,xz,-9,16,3763616,8.484
24,50%,lzma,-9,32,3762987,8.3
25,50%,lzma,-3,32,4243773,3.034
26,100%,xz,-3,1,4244480,3.085
27,100%,lzma,-9,16,3762987,8.414
28,100%,lzma,-3,1,4243773,2.978
29,50%,lzma,-6,1,3786768,7.997
3,100%,xz,-6,32,3787400,8.05
4,50%,lzma,-3,1,4243773,3.058
5,75%,xz,-3,1,4244480,3.059
6,100%,lzma,-6,16,3786768,8.05
7,75%,xz,-6,32,3787400,8.072
8,50%,xz,-3,32,4244480,3.05
9,75%,xz,-9,32,3763616,8.384
