configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3382412,4.002
1,50%,xz,-3,1,3382412,4.031
10,100%,xz,-9,1,2830604,8.017
11,50%,lzma,-6,16,2831189,7.864
12,75%,xz,-3,32,3382412,3.956
13,50%,lzma,-3,16,3381840,3.982
14,50%,lzma,-6,32,2831189,7.843
15,50%,xz,-6,32,2831676,7.819
16,75%,lzma,-3,16,3381840,3.978
17,75%,lzma,-6,32,2831189,7.896
18,100%,lzma,-6,1,2831189,7.908
19,75%,lzma,-3,1,3381840,3.949
2,75%,xz,-9,16,2830604,8.006
20,75%,lzma,-6,1,2831189,7.842
21,75%,lzma,-6,16,2831189,7.843
22,100%,xz,-9,32,2830604,8.046
23,100%,xz,-9,16,2830604,8.048
24,50%,lzma,-9,32,2830116,7.96
25,50%,lzma,-3,32,3381840,3.99
26,100%,xz,-3,1,3382412,3.977
27,100%,lzma,-9,16,2830116,7.956
28,100%,lzma,-3,1,3381840,3.979
29,50%,lzma,-6,1,2831189,7.853
3,100%,xz,-6,32,2831676,7.906
4,50%,lzma,-3,1,3381840,3.976
5,75%,xz,-3,1,3382412,3.987
6,100%,lzma,-6,16,2831189,7.896
7,75%,xz,-6,32,2831676,7.875
8,50%,xz,-3,32,3382412,3.967
9,75%,xz,-9,32,2830604,8.006
