configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1536665,0m1.901s
1,tiff,1,1,0,1,1536664,0m1.849s
10,png,1,0,1,1,1615787,0m3.590s
11,png,1,0,0,1,1615760,0m3.561s
12,png,0,1,0,0,1843172,0m3.696s
13,png,0,0,0,0,1843145,0m3.708s
14,png,0,0,0,1,1843155,0m3.696s
15,png,0,1,1,0,1843148,0m3.725s
2,tiff,1,0,1,1,1536652,0m1.919s
3,tiff,1,0,0,1,1536660,0m1.878s
4,tiff,0,1,0,0,1795123,0m1.925s
5,tiff,0,0,0,0,1795133,0m1.894s
6,tiff,0,0,0,1,1795116,0m1.901s
7,tiff,0,1,1,0,1795163,0m1.862s
8,png,1,1,1,1,1615764,0m3.554s
9,png,1,1,0,1,1615762,0m3.563s
