configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,111,0m3.152s
1,tiff,1,1,0,1,111,0m3.184s
10,png,1,0,1,1,111,0m3.179s
11,png,1,0,0,1,111,0m3.172s
12,png,0,1,0,0,111,0m3.182s
13,png,0,0,0,0,111,0m3.172s
14,png,0,0,0,1,111,0m3.177s
15,png,0,1,1,0,111,0m3.208s
2,tiff,1,0,1,1,111,0m3.167s
3,tiff,1,0,0,1,111,0m3.177s
4,tiff,0,1,0,0,111,0m3.151s
5,tiff,0,0,0,0,111,0m3.149s
6,tiff,0,0,0,1,111,0m3.152s
7,tiff,0,1,1,0,111,0m3.150s
8,png,1,1,1,1,111,0m3.146s
9,png,1,1,0,1,111,0m3.147s
