configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,739164,0m1.692s
1,tiff,1,1,0,1,739163,0m1.714s
10,png,1,0,1,1,739163,0m1.706s
11,png,1,0,0,1,739162,0m1.728s
12,png,0,1,0,0,3168069,0m5.433s
13,png,0,0,0,0,3168073,0m5.420s
14,png,0,0,0,1,3168071,0m5.423s
15,png,0,1,1,0,3168074,0m5.449s
2,tiff,1,0,1,1,739162,0m1.692s
3,tiff,1,0,0,1,739164,0m1.724s
4,tiff,0,1,0,0,4807739,0m1.825s
5,tiff,0,0,0,0,4807718,0m1.811s
6,tiff,0,0,0,1,4807708,0m1.814s
7,tiff,0,1,1,0,4807631,0m1.844s
8,png,1,1,1,1,739163,0m1.694s
9,png,1,1,0,1,739164,0m1.712s
