configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,6362642,0m6.144s
1,tiff,1,1,0,1,6362645,0m6.121s
10,png,1,0,1,1,6662472,0m12.336s
11,png,1,0,0,1,6662403,0m12.294s
12,png,0,1,0,0,10651921,0m32.224s
13,png,0,0,0,0,10651907,0m31.912s
14,png,0,0,0,1,10651914,0m31.809s
15,png,0,1,1,0,10651955,0m31.836s
2,tiff,1,0,1,1,6362670,0m6.101s
3,tiff,1,0,0,1,6362671,0m6.132s
4,tiff,0,1,0,0,11409215,0m9.352s
5,tiff,0,0,0,0,11409271,0m9.400s
6,tiff,0,0,0,1,11408950,0m9.350s
7,tiff,0,1,1,0,11409271,0m9.334s
8,png,1,1,1,1,6662461,0m12.405s
9,png,1,1,0,1,6662531,0m12.331s
