configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,15255148,0m8.300s
1,tiff,1,1,0,1,15255248,0m8.357s
10,png,1,0,1,1,15095144,0m24.837s
11,png,1,0,0,1,15095088,0m24.871s
12,png,0,1,0,0,14807419,0m31.702s
13,png,0,0,0,0,14807387,0m31.478s
14,png,0,0,0,1,14807446,0m31.676s
15,png,0,1,1,0,14807359,0m31.660s
2,tiff,1,0,1,1,15255349,0m8.344s
3,tiff,1,0,0,1,15255313,0m8.293s
4,tiff,0,1,0,0,14378186,0m8.762s
5,tiff,0,0,0,0,14376855,0m8.843s
6,tiff,0,0,0,1,14377434,0m8.787s
7,tiff,0,1,1,0,14377402,0m8.844s
8,png,1,1,1,1,15095104,0m24.906s
9,png,1,1,0,1,15095101,0m24.972s
