configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1612686,0m1.310s
1,tiff,1,1,0,1,1612698,0m1.316s
10,png,1,0,1,1,1577763,0m3.079s
11,png,1,0,0,1,1577728,0m3.110s
12,png,0,1,0,0,2357343,0m5.088s
13,png,0,0,0,0,2357325,0m5.051s
14,png,0,0,0,1,2341681,0m4.918s
15,png,0,1,1,0,2357333,0m5.082s
2,tiff,1,0,1,1,1612697,0m1.387s
3,tiff,1,0,0,1,1612710,0m1.313s
4,tiff,0,1,0,0,2762583,0m1.407s
5,tiff,0,0,0,0,2762034,0m1.469s
6,tiff,0,0,0,1,2745003,0m1.385s
7,tiff,0,1,1,0,2761836,0m1.402s
8,png,1,1,1,1,1577757,0m3.086s
9,png,1,1,0,1,1577729,0m3.116s
