configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1205579,0m1.193s
1,tiff,1,1,0,1,1205578,0m1.208s
10,png,1,0,1,1,1349676,0m2.536s
11,png,1,0,0,1,1349688,0m2.507s
12,png,0,1,0,0,3177548,0m5.024s
13,png,0,0,0,0,3178132,0m5.005s
14,png,0,0,0,1,3177568,0m4.975s
15,png,0,1,1,0,3177533,0m4.978s
2,tiff,1,0,1,1,1205824,0m1.149s
3,tiff,1,0,0,1,1205561,0m1.196s
4,tiff,0,1,0,0,3875952,0m1.311s
5,tiff,0,0,0,0,3875962,0m1.308s
6,tiff,0,0,0,1,3876302,0m1.372s
7,tiff,0,1,1,0,3875930,0m1.316s
8,png,1,1,1,1,1349693,0m2.546s
9,png,1,1,0,1,1349669,0m2.511s
