configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3272448,2.296
1,50%,xz,-3,1,3272440,2.257
10,100%,xz,-9,1,2849908,5.55
11,50%,lzma,-6,16,2849620,5.481
12,75%,xz,-3,32,3272448,2.246
13,50%,lzma,-3,16,3271884,2.247
14,50%,lzma,-6,32,2849620,5.515
15,50%,xz,-6,32,2850112,5.487
16,75%,lzma,-3,16,3271884,2.235
17,75%,lzma,-6,32,2849620,5.502
18,100%,lzma,-6,1,2849620,5.494
19,75%,lzma,-3,1,3271884,2.26
2,75%,xz,-9,16,2849916,5.609
20,75%,lzma,-6,1,2849620,5.524
21,75%,lzma,-6,16,2849620,5.504
22,100%,xz,-9,32,2849916,5.657
23,100%,xz,-9,16,2849916,5.566
24,50%,lzma,-9,32,2849422,5.585
25,50%,lzma,-3,32,3271884,2.247
26,100%,xz,-3,1,3272440,2.237
27,100%,lzma,-9,16,2849422,5.59
28,100%,lzma,-3,1,3271884,2.252
29,50%,lzma,-6,1,2849620,5.512
3,100%,xz,-6,32,2850112,5.514
4,50%,lzma,-3,1,3271884,2.246
5,75%,xz,-3,1,3272440,2.257
6,100%,lzma,-6,16,2849620,5.528
7,75%,xz,-6,32,2850112,5.524
8,50%,xz,-3,32,3272448,2.283
9,75%,xz,-9,32,2849916,5.624
