configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4248448,2.015
1,50%,xz,-3,1,4244480,3.027
10,100%,xz,-9,1,3763616,8.46
11,50%,lzma,-6,16,3786768,8.159
12,75%,xz,-3,32,4248448,2.014
13,50%,lzma,-3,16,4243773,3.034
14,50%,lzma,-6,32,3786768,8.134
15,50%,xz,-6,32,3787408,8.098
16,75%,lzma,-3,16,4243773,3.05
17,75%,lzma,-6,32,3786768,8.064
18,100%,lzma,-6,1,3786768,8.113
19,75%,lzma,-3,1,4243773,3.042
2,75%,xz,-9,16,3763624,8.417
20,75%,lzma,-6,1,3786768,8.134
21,75%,lzma,-6,16,3786768,8.059
22,100%,xz,-9,32,3763624,8.435
23,100%,xz,-9,16,3763624,8.425
24,50%,lzma,-9,32,3762987,8.421
25,50%,lzma,-3,32,4243773,3.068
26,100%,xz,-3,1,4244480,3.048
27,100%,lzma,-9,16,3762987,8.416
28,100%,lzma,-3,1,4243773,3.052
29,50%,lzma,-6,1,3786768,8.118
3,100%,xz,-6,32,3787408,8.109
4,50%,lzma,-3,1,4243773,3.039
5,75%,xz,-3,1,4244480,3.03
6,100%,lzma,-6,16,3786768,8.082
7,75%,xz,-6,32,3787408,8.078
8,50%,xz,-3,32,4248448,2.008
9,75%,xz,-9,32,3763624,8.432
