configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3001852,2.65
1,50%,xz,-3,1,3001844,2.602
10,100%,xz,-9,1,2750272,5.391
11,50%,lzma,-6,16,2749760,5.234
12,75%,xz,-3,32,3001852,2.649
13,50%,lzma,-3,16,3001334,2.625
14,50%,lzma,-6,32,2749760,5.228
15,50%,xz,-6,32,2750236,5.237
16,75%,lzma,-3,16,3001334,2.601
17,75%,lzma,-6,32,2749760,5.26
18,100%,lzma,-6,1,2749760,5.264
19,75%,lzma,-3,1,3001334,2.659
2,75%,xz,-9,16,2750280,5.37
20,75%,lzma,-6,1,2749760,5.26
21,75%,lzma,-6,16,2749760,5.242
22,100%,xz,-9,32,2750280,5.347
23,100%,xz,-9,16,2750280,5.367
24,50%,lzma,-9,32,2749803,5.329
25,50%,lzma,-3,32,3001334,2.617
26,100%,xz,-3,1,3001844,2.634
27,100%,lzma,-9,16,2749803,5.364
28,100%,lzma,-3,1,3001334,2.591
29,50%,lzma,-6,1,2749760,5.209
3,100%,xz,-6,32,2750236,5.244
4,50%,lzma,-3,1,3001334,2.644
5,75%,xz,-3,1,3001844,2.62
6,100%,lzma,-6,16,2749760,5.223
7,75%,xz,-6,32,2750236,5.186
8,50%,xz,-3,32,3001852,2.634
9,75%,xz,-9,32,2750280,5.346
