configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,10432656,5.216
1,50%,xz,-3,1,10362252,12.362
10,100%,xz,-9,1,8385868,34.656
11,50%,lzma,-6,16,8627467,29.873
12,75%,xz,-3,32,10432656,5.271
13,50%,lzma,-3,16,10360607,12.476
14,50%,lzma,-6,32,8627467,29.909
15,50%,xz,-6,32,8712308,18.618
16,75%,lzma,-3,16,10360607,12.485
17,75%,lzma,-6,32,8627467,29.897
18,100%,lzma,-6,1,8627467,30.022
19,75%,lzma,-3,1,10360607,12.424
2,75%,xz,-9,16,8385876,34.454
20,75%,lzma,-6,1,8627467,29.728
21,75%,lzma,-6,16,8627467,29.732
22,100%,xz,-9,32,8385876,34.549
23,100%,xz,-9,16,8385876,34.588
24,50%,lzma,-9,32,8384529,34.459
25,50%,lzma,-3,32,10360607,12.405
26,100%,xz,-3,1,10362252,12.39
27,100%,lzma,-9,16,8384529,34.466
28,100%,lzma,-3,1,10360607,12.419
29,50%,lzma,-6,1,8627467,29.818
3,100%,xz,-6,32,8712308,18.77
4,50%,lzma,-3,1,10360607,12.523
5,75%,xz,-3,1,10362252,12.374
6,100%,lzma,-6,16,8627467,29.792
7,75%,xz,-6,32,8712308,18.555
8,50%,xz,-3,32,10432656,5.195
9,75%,xz,-9,32,8385876,34.346
